rating	title	text	images	asin	parent_asin	user_id	timestamp	helpful_vote	verified_purchase
5.0	Possibly the best science fiction story ever.	I have read literally thousands of books of Science Fiction, yet THE FORGOTTEN DOOR is the best.  It is well written and a realistic premise.  A boy falling to our earth and lives among us until his family returns for him.  There is a glimpse of what humanity might become if it does not destroy itself.<br /><br />A must read for any science fiction fan	[]	B00CO82G0I	0812425472	AFIWJH4UN6N73NSWIN7GKL7ODK7A	1459102210000	1	False
4.0	Best AI Story to date	Story is full of good scienctific thought and contains enough meat to interest someone learning about AI. If you're familiar with some of the technology you'll race through the first half quickly, but the progression of blondie in the second half is well worthwhile for the excitement of the challenge they set themselves and also the psychology of their opponents. A little bit pricy for the size, but good value for the content, and if you're really interested you'll probably buy it anyway.	[]	1558607838	1558607838	AETJ7VUBRK36IVAFZJCQ7JEJ4YFA	1003357398000	28	True
5.0	cool book	My daughter loved this book. I didn't quite understand it but she was a giant fan and so were all of her preteen friends	[]	0399162704	0399162704	AEPPP4ZFN6CMHMH2SO6ZF5SFZ7IA	1363105494000	0	True
3.0	You have to have a basic knowledge of contemporary art ...	You have to have a basic knowledge of contemporary art to understand the critical writing.<br />Also no pictures to reference to.	[]	0262550709	0262550709	AF7EZ3PLOI5ZWHI2VMERLMZADVZA	1438359768000	1	True
3.0	Kind of small	Smaller than I thought but still cute.	[]	B071FFXGR3	B071FFXGR3	AGGHAC7KEHLJPPVUFPVTJXQ3RN6Q	1521556313478	1	True
5.0	Fun Gift got the Crazy Chicken Lady in your Life!	Was a fun gift for my &#34;Crazy Chicken Wife&#34;. Just makes me laugh	[]	0937609714	0937609714	AFPGZUJOIDODZXKIOE4VL6KYKLHA	1454546109000	0	True
4.0	Four Stars	An engaging quick read  with excellent character development	[]	B00FQRJLYS	B00FQRJLYS	AGQFILCY7SJDVOTZP35H7MROWB5Q	1407584074000	0	False
4.0	Four Stars	excellent story teller	[]	B00O89MP5M	B00O89MP5M	AHZEJOHKNS54472V6RBZMH2OFZ2Q	1456666748000	0	True
5.0	Enforce a federal mandate to read this book in all schools!	I laughed, I cried, I gasped, I smiled.<br />She made me wish to be a child!	[]	B0006BTY82	B0006BTY82	AEAKMWVLU7HEE4Y332XADZW2RXBA	1287372840000	1	True
5.0	Great New Mystery	Beth Groundwater's A Real Basket Case combines a good mystery with a stong relationship story. Claire Hanover must solve the murder when her husband is accused of the crime, while trying to patch up her marriage.  The novel contains strong characters with a mystery that keeps you guessing.	[]	1594145474	1594145474	AFQFBIBLMJSRRII3ZI3TWSG5JPSA	1179502843000	4	True
5.0	Delicious!	The young recipient of this cookbook is delighted!  Thank you!!	[]	1950785432	1950785432	AGE5LO5WIH2COM4NXFH6R3XJLK2A	1666283316307	0	True
3.0	My students love this book!!	We had to glue it to stay on...other than that my students love this book!	[]	0312513461	0312513461	AHREBW7GP67VIFG4RH6NMNEEYFTQ	1515497843482	0	True
3.0	Uneven	A gripping story line, but the writing doesn't flow well.  Could be the translation.	[]	B00BJ8YD78	B00BJ8YD78	AHSZ2UBYCSI55LPWP4ET72MONOWQ	1538528117108	0	True
5.0	Cute short stories	Cute book where each chapter is a cute little story. My 6 year old loves to hear me read to her from this book.	[]	0753474719	0753474719	AGTQKUCLV2W7CRUKVGIRM7EL6TXA	1615962180898	0	True
3.0	voices from the internal diaspora	"When the Romans destroyed the temple of Jerusalem, crushed Jewish resistance, and sent the survivors into exile, nobody could have predicted that the exiles would treasure their language, their culture, and their religious identity for nearly two thousand years.  Some dreamed of their old land during their times of troubles, others assimilated to the lands of exile.  They became ""others"" but at the same time remained Jews.  They mixed with Romans, Teutons, Slavs, Arabs, Iranians and Ethiopians, to name a few, but kept that separate identity as well.  Everybody knows what finally happened---it's the Mother of All Property Disputes.  As a descendant of that people, I have always looked at the Native Americans with considerable empathy.  Though they didn't lose every shred of their land in many cases, they were otherwise ""taken to the cleaners"", even villainized for trying to defend their own land, condemned to live at the bottom of the American heap.  If modern Indians are bitter about this, if they don't love the Stars and Stripes, who could blame them ?  The astonishing thing is that so many do accept their citizenship.  Deep inside though, the survivors of the American genocide cling to the land, to the sense of belonging here, to an identity which marks them as separate.  At the same time, their families too have mingled and assimilated, so condemning ""whites"" or ""blacks"" can often be equivalent to condemning a part of oneself.  How can individuals come to terms with such ambivalence ?  I TELL YOU NOW is a collection of 18 short autobiographies by Native American poets and writers.  Though a sense of alienation and of being people apart flows through the book, the different takes on being Indian in the USA are nearly as many as the writers.  Some are angry, some hurt by life circumstances more than by prejudice, yet others pursue successful careers, while others have fought self-destructive habits for years.  Poetry runs through the book---each chapter includes some of the author's verses---as does love of the land and the feeling of being connected to it.  Some writers were reluctant to focus too much on themselves, having been taught to avoid the limelight, to be modest and self-effacing.  This is culturally understandable, but if you refuse to write about yourself, you can't really write autobiography !  We'll have to conclude that it's a European-derived form, not necessarily one which appeals to Native Americans.  Still, the shy response tells us about modern Indian cultures too.  Given the way the USA is going, will the Native Americans have to wait so long to get their lands back ?  Probably not.  But will the lands be still inhabitable ?  The big question.<br /><br />Though I found the book interesting, it is rather too choppy to be a five star book.  Participation by people who didn't want to participate also dulls the edge quite a bit.  You just start to think about the person who is writing, start to wonder about their experience, thoughts and personality, and the chapter is over.  For those who are really into Native American literature, the authors may be familiar.  I had not heard of most of them, so started from scratch each time.  If a reader is more familiar with the present condition of each native nation, it would help as well, since a New Englander like me has little contact or experience with the native peoples of Alaska, Oklahoma, New Mexico, etc.  In short, I TELL YOU NOW stems from a good idea, but perhaps the execution leaves something to be desired."	[]	0803277571	0803277571	AGRB576OZYJ4EUSJL4SIHFT4ODCA	1165675233000	2	False
3.0	It’s alright.	This book hasn’t really captured my attention at this point.  I got this for my daughter for a school book report and I think she has been enjoying it but doesn’t seem very swept away with it at this point either. I think it will pick up as we get further into the book.	[]	B000A5CJSQ	B000A5CJSQ	AEW7P5DMRAHPYZMWBFDEQBTVQNAA	1539981895431	1	True
